asin,reviewText,summary,size,color,image_urls,overall
B001IKJOLW,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes, 9.5 B(M) US, Black/White/Anthracite/Stealth,,4
B001IKJOLW,Wife loves them!,Five Stars, 7.5 B(M) US, Cool Grey/Volt/Pure Platinum,,5
B001IKJOLW,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars, 9 D - Wide, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B001IKJOLW,Artculo equivocado en color,One Star, 6 B(M) US, Racer Blue/Obsidian/Blue Tint,https://images-na.ssl-images-amazon.com/images/I/81-b35fKqUL._SY88.jpg,1
B001IKJOLW,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ..., 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,"On the left shoe, there were two stained yellow spots.",Not in perfect condition, 9.5 B(M) US, Blue Tint/Green Glow/Hasta/White,,3
B001IKJOLW,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting", 9 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!", 6 B(M) US, Pure Platinum/Blue Glow/Wolf Grey,,5
B001IKJOLW,I Love it. It is very light and the color is great.,Five Stars, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B001IKJOLW,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ..., 8.5 D - Wide, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B001IKJOLW,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes, 8 B(M) US, Energy/Mtlc Silver/Black,https://images-na.ssl-images-amazon.com/images/I/716r65w8StL._SY88.jpg,5
B001IKJOLW,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses, 11 B(M) US, Cool Grey/Volt/Pure Platinum,,2
B001IKJOLW,She loves them,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8, 9 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B001IKJOLW,great,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,c,Five Stars, 6.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,Love them!,Five Stars, 9 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B001IKJOLW,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug, 9 B(M) US, Black/White/Anthracite/Stealth,,3
B001IKJOLW,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...", 6 B(M) US, Black/White-anthracite-stealth,,3
B001IKJOLW,My New Gym shoes! Love them,Love, 10 B(M) US, Cool Grey/Pure Platinum/White/Volt,,4
B001IKJOLW,Perfect!,Five Stars, 9 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,Perfect!,Five Stars, 9 B(M) US, Energy/Mtlc Silver/Black,,5
B001IKJOLW,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!, 8 B(M) US, Black/White/Anthracite/Stealth,,1
B001IKJOLW,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size, 9 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big, 8.5 B(M) US, Ocean Fog/Blue Grey/Mango,,4
B001IKJOLW,Fit comfortable,Five Stars, 10 B(M) US, Cool Grey/Pure Platinum/White/Volt,,5
B001IKJOLW,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,Nice fit,Four Stars, 9 B(M) US, Wolf Grey/Black-pink Blast/White,,4
B001IKJOLW,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...", 7 B(M) US, Black/Green Glow-blue Glow-white,,2
B001IKJOLW,"They fit perfect, extremely comfortable",Five Stars, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B001IKJOLW,No arch support but l love the colors!,Three Stars, 9.5 B(M) US, Black/Green Glow-blue Glow-white,,3
B001IKJOLW,Shoe was somewhat large,Size problem, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,4
B001IKJOLW,love them!,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend", 8 B(M) US, Grey,,4
B001IKJOLW,Comfortable and light,Best birthday present, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B001IKJOLW,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ..., 10 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ..., 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,Great shoes,Five Stars, 8.5 B(M) US, White/Metallic Silver/Black,,5
B001IKJOLW,These were exactly what I expected.,Five Stars, 8 B(M) US, Black/Green Glow-blue Glow-white,,5
B001IKJOLW,Love love love,Five Stars, 8.5 B(M) US, Green Glow/Seaweed - Hasta - White,,5
B001IKJOLW,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ..., 9 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B001IKJOLW,These shoes are awesome!!,Five Stars, 8 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far, 10.5 B(M) US, Black/White/Anthracite/Stealth,,3
B001IKJOLW,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes, 6 B(M) US, Black,,5
B001IKJOLW,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color, 8 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B001IKJOLW,Super comfy!,Five Stars, 9 B(M) US, Black,,5
B001IKJOLW,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small, 11.5 B(M) US, Cool Grey/Rage Green/Hyper Turquoise,,5
B001IKJOLW,Fit well.,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,The fit was perfect! I Highly recommend this shoe.,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B001IKJOLW,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer, 7.5 B(M) US, Black,,5
B001IKJOLW,"Cute shoe, fit as expected, and very comfortable.",and very comfortable., 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
